-3.973545084392152843e-02,-2.428756010807715804e-01,8.624987892407839363e-01,-6.237190307652819010e-01,1.260819696424084091e+00,-1.790312842965618101e+00,4.795729540405992974e-01,8.568971057364064281e-01,1.054799610393067466e+00,-1.832437985666225955e-01,7.416920396951146577e-01,7.018563618562639883e-01,-1.323298031928182850e+00,-2.470222087266777056e+00,-2.470222087266777056e+00,-2.470222087266777056e+00,-2.470222087266777056e+00,-2.470222087266777056e+00,-2.470222087266777056e+00,-2.470222087266777056e+00,-2.470222087266777056e+00,-2.470222087266777056e+00,-2.470222087266777056e+00,-2.470222087266777056e+00,-2.470222087266777056e+00,-8.502971148346550878e-01,-3.443318096893042135e-01,-1.673866528889830230e-01,-1.777693663897457477e-01,1.354727748497310147e+00,1.304072050025672225e-01,-1.868149891714811162e+00,-2.903743820881635185e-02,8.975623159354384484e-01,5.842674383607689981e-01,-7.354194399554128680e-02,-2.359564428753876619e+00,-1.130284796783398438e+00,5.451205301015781685e-02
4.311499487420250576e-01,7.335925493088303606e-02,7.153898101425172351e-01,5.027711804108632165e-01,8.357402091479005923e-01,-5.749041903812741605e-01,-2.203186476680789596e-01,2.770990502251168830e-01,2.592095456977057122e-01,-1.246209938337175527e-02,2.767906645288176204e-01,1.243708201115176104e+00,-1.323284566847596766e+00,-4.064283121463667103e-01,-4.064283121463667103e-01,-4.064283121463667103e-01,-4.064283121463667103e-01,-4.064283121463667103e-01,-4.064283121463667103e-01,-4.064283121463667103e-01,-4.064283121463667103e-01,-4.064283121463667103e-01,-4.064283121463667103e-01,-4.064283121463667103e-01,-4.064283121463667103e-01,-8.340625749187151605e-01,-1.208656618541166343e-02,-3.222894375851439452e-01,-3.542535632245089605e-01,8.532361358155615694e-01,5.898782988508017855e-01,-5.845669810335140104e-01,-2.651728325198740022e-01,6.619713234845160388e-01,-1.726946044074640085e-01,-8.739837019316576416e-01,-2.356256192879802383e-02,-4.342237237119049749e-03,5.077755233475371444e-02
9.315008651524644412e-01,7.753268685972661833e-01,4.314628864108318584e-01,1.139787800830210085e-01,9.194996815863889505e-01,-2.332370112616075075e-01,3.095659414850927549e-01,-2.822739340551372322e-01,6.575775527446676982e-02,2.300046686256516926e-01,-5.791349183236836895e-01,4.576037527115050518e-01,-1.322803116359597908e+00,-7.842702173416484790e-01,-7.842702173416484790e-01,-7.842702173416484790e-01,-7.842702173416484790e-01,-7.842702173416484790e-01,-7.842702173416484790e-01,-7.842702173416484790e-01,-7.842702173416484790e-01,-7.842702173416484790e-01,-7.842702173416484790e-01,-7.842702173416484790e-01,-7.842702173416484790e-01,-8.205614547633546252e-01,5.552329921477430208e-01,4.483523575180604070e-01,-2.688682290819209286e-01,1.692457300162291400e-01,-1.584453206184891199e-03,2.008573920753810582e-01,5.303206624968799521e-02,-1.642107501679243853e-01,6.702573214482290265e-01,-2.162404499452095022e-02,-1.081830597632920332e+00,-9.612732674512695086e-01,7.220674129652332462e-02
1.082350912510143814e+00,1.137889955115186869e+00,-2.644629179558772303e-01,6.963353976315230787e-01,-4.093429024459366850e-01,-4.249363369248478906e-01,3.328965045464872818e-01,3.890993749085856490e-01,-3.516569338732381533e-01,5.177481601480136142e-01,-6.992917113818024610e-01,1.232465586838837446e+00,-1.320475653138920347e+00,-6.515589978389668691e-01,-6.515589978389668691e-01,-6.515589978389668691e-01,-6.515589978389668691e-01,-6.515589978389668691e-01,-6.515589978389668691e-01,-6.515589978389668691e-01,-6.515589978389668691e-01,-6.515589978389668691e-01,-6.515589978389668691e-01,-6.515589978389668691e-01,-6.515589978389668691e-01,-8.063855006236865242e-01,8.432983562502898156e-01,3.596791332248842066e-01,3.575616507043560821e-01,8.811793413949058351e-01,-5.811824635837629094e-01,-4.024771788268027284e-01,2.946260629492800098e-01,2.539347249467995837e-01,3.693066620004832323e-01,-6.110372131750838598e-01,-7.766387291613584543e-01,5.193662740220616331e-02,1.136381887038138833e-01
1.359741311225696192e+00,9.672911219107096503e-01,-6.599688354507783350e-01,1.171156839766310354e+00,1.090501036384026456e-01,-8.557456223052726241e-01,-4.306341292261449405e-02,-7.157877939207244952e-03,-6.663318113471662640e-02,5.108915491522381114e-01,-5.143236671444161301e-01,1.713762593219129826e+00,-1.318069813842219329e+00,-3.160052180273718037e-01,-3.160052180273718037e-01,-3.160052180273718037e-01,-3.160052180273718037e-01,-3.160052180273718037e-01,-3.160052180273718037e-01,-3.160052180273718037e-01,-3.160052180273718037e-01,-3.160052180273718037e-01,-3.160052180273718037e-01,-3.160052180273718037e-01,-3.160052180273718037e-01,-7.810718712661512964e-01,1.435407090743850977e+00,-9.495613880602969681e-02,-4.944687886030442181e-01,1.389913696880348493e+00,7.259028040354441325e-02,-3.016676945465938675e-01,-1.443955770487788670e-01,2.457847632273419403e-01,2.891193763316932674e-01,-1.064845715546546501e+00,-3.223205827073151175e-01,7.788583536172394295e-01,2.483472039653195906e-01
1.545833044899723507e+00,4.673850930245019852e-01,-2.459795337348835431e-01,1.255345060556040337e+00,-5.585476798286087563e-01,-3.893532191262407682e-01,7.846436862144793092e-03,4.880508976558585732e-01,-6.708930468030769312e-01,1.143159385006812245e+00,-6.527664267667439013e-01,9.457999037083753002e-01,-1.313721774018627997e+00,-5.476350976333796972e-01,-5.476350976333796972e-01,-5.476350976333796972e-01,-5.476350976333796972e-01,-5.476350976333796972e-01,-5.476350976333796972e-01,-5.476350976333796972e-01,-5.476350976333796972e-01,-5.476350976333796972e-01,-5.476350976333796972e-01,-5.476350976333796972e-01,-5.476350976333796972e-01,-7.440574721143473624e-01,1.117431178438153205e+00,-4.104931723538164379e-01,2.893029349381651683e-01,1.215208084237483943e+00,-3.406611010033809284e-01,-2.400437468708745137e-01,2.300913560963611104e-01,-3.558276234405684524e-01,4.069507781863266338e-01,-4.006766995408697074e-01,-1.063378849701521078e+00,6.588696750898218601e-01,5.968019189301592142e-01
1.411782609755489304e+00,3.892516036543424152e-01,1.055642164716622255e-01,4.826946627160252218e-02,-2.379016346932086579e-01,-2.061404089699940823e-01,-5.626448767381405647e-01,1.077990870738186890e+00,-1.515352119514830620e-01,2.918974972125213396e-01,-3.859072541714585469e-01,7.003780346971223425e-01,-1.307707844098133565e+00,-1.190361646678145258e-01,-1.190361646678145258e-01,-1.190361646678145258e-01,-1.190361646678145258e-01,-1.190361646678145258e-01,-1.190361646678145258e-01,-1.190361646678145258e-01,-1.190361646678145258e-01,-1.190361646678145258e-01,-1.190361646678145258e-01,-1.190361646678145258e-01,-1.190361646678145258e-01,-6.444875801781727587e-01,8.504500318617040922e-01,2.135593850904410618e-01,-9.082013373864787631e-02,5.336365601428343375e-01,5.038338755163573879e-01,-9.723835312265820541e-01,-4.935126587151792976e-01,5.991981149555806185e-01,2.342174862437534921e-01,-8.632378405709734137e-01,-2.692410836722390344e-01,1.440755858359329844e+00,1.108152592835410788e+00
1.498217807836029536e+00,1.090084202496775269e-02,1.810016175419822959e-01,-3.823323346437257353e-01,-6.368189032315463294e-02,-6.507258816367641474e-01,-6.852928876926800417e-01,1.362037937591941361e+00,-1.035398023732596817e+00,5.407054992688381523e-01,-1.213284667488032875e+00,-6.667499322381359450e-01,-1.298083938667178305e+00,-1.767719766811019499e-01,-1.767719766811019499e-01,-1.767719766811019499e-01,-1.767719766811019499e-01,-1.767719766811019499e-01,-1.767719766811019499e-01,-1.767719766811019499e-01,-1.767719766811019499e-01,-1.767719766811019499e-01,-1.767719766811019499e-01,-1.767719766811019499e-01,-1.767719766811019499e-01,-4.153929051742739631e-01,8.975841013658207856e-01,9.308929882117911170e-02,-2.533411389513546275e-01,7.285731156750668847e-01,5.233404717568830300e-01,-1.391555094871383735e+00,-2.931769132590044125e-01,-2.252087608552795148e-02,6.125152141814922402e-01,3.320964014882240578e-01,-9.807897450782263604e-01,6.693694978018621677e-01,1.692809457504669712e+00
1.862635085992647488e+00,2.469746730592053269e-02,-7.507381524363795355e-01,-4.548217775788976902e-01,-5.335177119584210148e-01,1.927128657648909948e-01,-8.306992828454430322e-01,1.410174298681969862e+00,-1.495899447300591101e+00,2.486447762211354759e-02,-1.722652759993780869e+00,-9.691467647518784423e-01,-1.277877765175727376e+00,-1.762863448002533959e-02,-1.762863448002533959e-02,-1.762863448002533959e-02,-1.762863448002533959e-02,-1.762863448002533959e-02,-1.762863448002533959e-02,-1.762863448002533959e-02,-1.762863448002533959e-02,-1.762863448002533959e-02,-1.762863448002533959e-02,-1.762863448002533959e-02,-1.762863448002533959e-02,-3.394885776631545449e-02,1.699653933760616242e+00,2.963719995789450556e-01,-5.235431577437587025e-01,1.407870420822342726e-02,4.246406109213223812e-01,-1.135341880370381196e+00,-2.802801891082379315e-01,3.303476590345860164e-01,8.446350434939310370e-01,1.288438314179866373e-01,-1.209684300468025109e+00,1.501088699694679063e+00,1.764371605900818318e+00
1.708651039090181234e+00,-7.078448578021814819e-02,-8.564132767153584957e-01,-3.809420472337353147e-01,-1.161880012029285369e+00,4.364121505009760926e-01,-7.580494211660325776e-01,6.876889711560623120e-01,-1.328879024480024373e+00,-9.657144760515853354e-01,-1.756492829352656715e+00,-1.357579590021527505e+00,-1.235599737446953617e+00,9.380679193647402103e-01,9.380679193647402103e-01,9.380679193647402103e-01,9.380679193647402103e-01,9.380679193647402103e-01,9.380679193647402103e-01,9.380679193647402103e-01,9.380679193647402103e-01,9.380679193647402103e-01,9.380679193647402103e-01,9.380679193647402103e-01,9.380679193647402103e-01,5.174288773357189619e-01,1.521666543312494957e+00,2.335182227356796258e-01,-6.025299411592180410e-02,-3.663757977501517216e-01,1.558057120298846077e-01,-7.147702183976555323e-01,-3.314878448394763533e-01,6.552893759853447575e-01,7.380335752308000430e-01,4.709871901322880694e-01,-2.006686830008833633e-01,-1.370721490373277285e-01,6.348414437773226560e-01
